[NumeroDePontos = 124]
1,02361917495728
1,0239896774292
1,02435386180878
1,02471148967743
1,02506148815155
1,02540385723114
1,02573943138123
1,02606892585754
1,02639198303223
1,02670919895172
1,0270186662674
1,02732157707214
1,02761816978455
1,02790951728821
1,02819621562958
1,0284777879715
1,02875483036041
1,02902710437775
1,02929604053497
1,0295615196228
1,02982544898987
1,03008699417114
1,03034722805023
1,03060638904572
1,03086507320404
1,03112530708313
1,0313880443573
1,03165459632874
1,03192460536957
1,03219902515411
1,03247737884521
1,03275966644287
1,033043384552
1,03332734107971
1,03360950946808
1,03388833999634
1,03416073322296
1,03442537784576
1,03468036651611
1,0349235534668
1,03515374660492
1,03536891937256
1,03556942939758
1,03575372695923
1,03592383861542
1,03607845306396
1,03621900081635
1,03634691238403
1,03646278381348
1,03656923770905
1,036665558815
1,0367534160614
1,03683292865753
1,03690433502197
1,03697025775909
1,03703129291534
1,03708720207214
1,03714001178741
1,03718852996826
1,03723251819611
1,03727149963379
1,03730154037476
1,03732013702393
1,03732323646545
1,03730499744415
1,03726160526276
1,03718984127045
1,03708708286285
1,03695225715637
1,03678512573242
1,03658676147461
1,03636074066162
1,0361100435257
1,03583657741547
1,03554320335388
1,03523302078247
1,03490972518921
1,03457522392273
1,03423130512238
1,03387975692749
1,03352212905884
1,03315854072571
1,03278946876526
1,03241288661957
1,03202784061432
1,03163087368011
1,03121888637543
1,03078877925873
1,03033673763275
1,02986085414886
1,02935922145844
1,02883231639862
1,02828204631805
1,02771186828613
1,02712464332581
1,02652311325073
1,02590930461884
1,02528619766235
1,0246559381485
1,02402079105377
1,0233827829361
1,02274167537689
1,02210128307343
1,02146172523499
1,02082538604736
1,02019274234772
1,01956653594971
1,01894640922546
1,01833474636078
1,017733335495
1,01714217662811
1,01656317710876
1,01599526405334
1,01543867588043
1,01489353179932
1,01435971260071
1,01383864879608
1,01333022117615
1,01283431053162
1,01235067844391
1,01187980175018
1,01142084598541
1,0109748840332
1,01054036617279
