[NumeroDePontos = 102]
1,00225329399109
1,00288331508636
1,00350177288055
1,00411033630371
1,00471127033234
1,00530791282654
1,00590121746063
1,00649416446686
1,00708937644958
1,00768637657166
1,00828719139099
1,00889194011688
1,00950157642365
1,01011669635773
1,01073837280273
1,01136612892151
1,011998295784
1,01263332366943
1,01326835155487
1,01389765739441
1,01451992988586
1,01513075828552
1,01572751998901
1,01630842685699
1,01687061786652
1,017413854599
1,01793622970581
1,01843822002411
1,01892006397247
1,01938331127167
1,01982927322388
1,0202579498291
1,02067041397095
1,0210679769516
1,02145135402679
1,02182388305664
1,02218508720398
1,0225305557251
1,02285444736481
1,02315032482147
1,02341151237488
1,02363061904907
1,023801445961
1,02391886711121
1,02397871017456
1,02397799491882
1,02391386032104
1,02378046512604
1,02357578277588
1,02329969406128
1,0229504108429
1,02252542972565
1,02202343940735
1,02144527435303
1,02079260349274
1,02006590366364
1,01926600933075
1,01839625835419
1,01746428012848
1,01647841930389
1,01544892787933
1,01438283920288
1,01328754425049
1,01217103004456
1,01104247570038
1,00990724563599
1,00876998901367
1,00763487815857
1,00650835037231
1,00539410114288
1,00429737567902
1,0032205581665
1,00216865539551
1,00114190578461
1,00014054775238
0,999162375926971
0,998207032680511
0,997275173664093
0,996365547180176
0,995476901531219
0,994606554508209
0,993750989437103
0,992906391620636
0,992070913314819
0,991242170333862
0,990419566631317
0,989602446556091
0,988787651062012
0,98797482252121
0,987163603305817
0,986354887485504
0,98555064201355
0,984751522541046
0,983960628509521
0,98317950963974
0,98241263628006
0,981663584709167
0,980934083461761
0,980227708816528
0,979546904563904
0,978894710540771
0,978273808956146
