[NumeroDePontos = 110]
1,00760591030121
1,00813341140747
1,0086430311203
1,0091347694397
1,00960993766785
1,01007080078125
1,01051914691925
1,01095581054688
1,0113810300827
1,01179778575897
1,01220881938934
1,01261579990387
1,01301836967468
1,01341927051544
1,01382052898407
1,01422560214996
1,01463794708252
1,01505756378174
1,01548480987549
1,01591801643372
1,01635646820068
1,01679801940918
1,01724123954773
1,01768386363983
1,01812529563904
1,01856446266174
1,01899766921997
1,01941990852356
1,01982998847961
1,02022480964661
1,02060210704803
1,02096247673035
1,02130556106567
1,0216304063797
1,02193868160248
1,02223193645477
1,02251279354095
1,02278363704681
1,02304589748383
1,02329909801483
1,02354538440704
1,02378344535828
1,02401173114777
1,02422749996185
1,02442669868469
1,02460420131683
1,02475595474243
1,02487397193909
1,02495038509369
1,02497839927673
1,02495241165161
1,02486860752106
1,02472472190857
1,02451980113983
1,02425563335419
1,02393960952759
1,02357637882233
1,02316379547119
1,02269542217255
1,02216494083405
1,02157187461853
1,02091944217682
1,02021074295044
1,019446849823
1,01863491535187
1,01778924465179
1,01692652702332
1,01605546474457
1,01517796516418
1,01429724693298
1,01341927051544
1,01255190372467
1,01170003414154
1,01086413860321
1,01004505157471
1,00924551486969
1,00846803188324
1,00771522521973
1,00698745250702
1,00628674030304
1,00561380386353
1,0049649477005
1,00433599948883
1,00372552871704
1,00313067436218
1,00255191326141
1,0019862651825
1,00143074989319
1,00088381767273
1,00034320354462
0,999807596206665
0,999273896217346
0,998736917972565
0,998195648193359
0,997651278972626
0,997103691101074
0,996555268764496
0,996008276939392
0,995464682579041
0,994926571846008
0,994396924972534
0,993877112865448
0,993370354175568
0,99287873506546
0,992406070232391
0,991955101490021
0,991529107093811
0,991130650043488
0,990759074687958
0,990413188934326
