[NumeroDePontos = 91]
1,01253235340118
1,01283955574036
1,01314473152161
1,01344907283783
1,01375448703766
1,01406180858612
1,01437342166901
1,01468896865845
1,01500976085663
1,01533508300781
1,01566481590271
1,01599824428558
1,0163346529007
1,01667308807373
1,0170111656189
1,01734757423401
1,01768136024475
1,01800978183746
1,0183310508728
1,01864194869995
1,01894176006317
1,01923000812531
1,01950573921204
1,01976799964905
1,02001559734344
1,02024924755096
1,02046895027161
1,02067685127258
1,02087354660034
1,02106046676636
1,0212367773056
1,02140474319458
1,02156352996826
1,02171432971954
1,02185761928558
1,0219943523407
1,0221254825592
1,02225077152252
1,02237141132355
1,02248728275299
1,0225977897644
1,02270150184631
1,02279591560364
1,02287662029266
1,02294027805328
1,02298378944397
1,02300155162811
1,02299070358276
1,02294850349426
1,02287316322327
1,02276337146759
1,02262020111084
1,02244710922241
1,02224636077881
1,02202045917511
1,02177166938782
1,02150201797485
1,02121388912201
1,02091252803802
1,02060174942017
1,02028357982635
1,0199590921402
1,01962912082672
1,01929426193237
1,01895236968994
1,01860249042511
1,01824176311493
1,01786708831787
1,01747488975525
1,01706290245056
1,01662790775299
1,01616859436035
1,01568353176117
1,01517474651337
1,01464486122131
1,01409602165222
1,01353240013123
1,01295471191406
1,01236438751221
1,01176357269287
1,01115572452545
1,01054441928864
1,00993049144745
1,00931620597839
1,00870227813721
1,00809049606323
1,00748348236084
1,00688195228577
1,00628864765167
1,00570499897003
1,005131483078
